Ticker,Return,Volatility,SMA_Short,SMA_Long,TrendRatio,RSI,Liquidity,SixM_Return,Close,PE,PB,PEG,DebtToEquity,Revenue,NetIncome,MarketCap,Beta,ProfitMargin,FreeCashFlow,CurrentRatio,ReturnOnAssets,ReturnOnEquity,OperatingMargins
BMY,0.01120566364216602,0.013839818364030504,46.962999725341795,47.27799987792969,0.9933372783662335,59.55248390793194,2168332.0,-0.11367770192865623,48.72999954223633,19.57028,5.687442,,291.549,47703998464,5048999936,99186991104,0.372,0.10584,16182750208.0,1.207,0.08344,0.29319,0.33661997
HON,0.0014787769558433084,0.006994967382847332,217.34099884033202,227.13120025634765,0.9568962722648139,37.16433202471847,741153.0,0.028034740906757616,216.72000122070312,24.65529,8.548776,,226.06,39990001664,5717000192,137594880000,1.065,0.14296,4571874816.0,1.294,0.07146,0.33602002,0.21426001
TXN,0.012170048221479046,0.017506326561003514,190.83150329589844,200.70990112304688,0.9507827079188664,53.933836799599085,990828.0,0.001910146628003595,196.69500732421875,36.024727,10.9002495,,85.612,16675000320,5015000064,178822709248,1.022,0.30231002,-1568999936.0,5.812,0.10406,0.29990998,0.35027
LLY,0.017205085560701994,0.05207629463785138,674.1789916992187,761.5114025878906,0.8853170016996661,46.71228888225222,2406933.0,-0.1810622137646123,710.0599975585938,46.439503,34.84957,,217.891,53258100736,13799900160,636538257408,0.436,0.25911,-2265437440.0,1.278,0.16553,0.86291003,0.45805
AVGO,-0.02572285616415937,0.01794892230639788,305.7445007324219,279.82889953613284,1.0926123114490636,53.05595938614257,6424659.0,0.30238707024906986,297.8949890136719,108.26455,5.0273976,,166.032,57045999616,13240999936,1400352407552,1.167,0.22643,26148749312.0,1.077,0.08014,0.18977,0.31765
C,0.00031839077593098786,0.016105336747298374,93.6510009765625,88.26559997558594,1.061013588560732,57.518008197293,3437537.0,0.12282579531482107,94.25,13.921714,0.8813106,,,72825004032,12903999488,173504823296,1.366,0.19466999,,,0.00569,0.06759,0.27649
PM,0.006692618208442358,0.010022693668312951,167.59150238037108,174.3019012451172,0.9615012870381178,47.58134209233525,828021.0,0.11959274313194079,167.71499633789062,24.80991,-21.818005,,,39058001920,8207000064,261063475200,0.507,0.21076,7828749824.0,0.83,0.14794,,0.50089
UNP,0.016334974512872025,0.011430909832917323,221.80450134277345,226.76250091552734,0.9781357166518426,49.49214686719989,1992867.0,-0.09465309940064193,223.6750030517578,19.433102,8.158557,,208.857,24393000960,6935000064,132648222720,1.054,0.2843,4991499776.0,0.648,0.09105,0.42355,0.41257998
CAT,0.01640652572058432,0.01578124257669235,415.36500244140626,401.03779968261716,1.035725317588835,54.12516132342806,1031944.0,0.1881303219889785,419.4100036621094,21.354889,10.529209,,218.336,63139000320,9436999680,196484775936,1.397,0.14946,4527875072.0,1.338,0.08555,0.52711,0.17738001
MCD,0.013961766725500535,0.012042270613668724,307.1680053710937,298.8652014160156,1.0277810996922345,63.94334198987165,822833.0,0.036662937122307726,313.010009765625,26.821766,-80.92296,,,26059999232,8392999936,223365185536,0.521,0.32206002,5429000192.0,1.303,0.13257,,0.47654998
